label,binned_values,number_of_bins,probabilities
Rap1a,"[1, 1, 2, 2, 3, 2, 2, 2, 2, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 1, 1, 5, 1, 5, 3, 1, 2, 1, 2, 2, 2, 1, 3, 2, 2, 1, 1, 2, 1, 3, 2, 1, 1, 2, 4, 3, 1, 3, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 2, 2, 1, 3, 1, 1, 1, 4, 1, 5, 1, 2, 1, 3, 3, 5, 1, 3, 1, 3, 2, 1, 1, 1, 2, 3, 1, 3, 4, 1, 1, 1, 1, 2, 3, 3, 5, 1, 5, 1, 1, 2, 4, 1, 4, 2, 2, 1, 1, 2, 1, 2, 2, 2, 1, 4, 2, 2, 1, 4, 2, 2, 1, 1, 1, 2, 2, 1, 2, 2, 2, 1, 1, 1, 2, 2, 1, 4, 1, 2, 2, 2, 2, 4, 1, 3, 2, 2, 1, 2, 3, 2, 1, 2, 1, 1, 1, 3, 2, 3, 1, 1, 4, 1, 1, 1, 3, 2, 2, 2, 1, 2, 2, 1, 2, 1, 4, 1, 2, 3, 1, 2, 3, 1, 3, 1, 2, 1, 1, 3, 1, 2, 3, 3, 2, 2, 5, 1, 1, 1, 4]",5,"[0.45, 0.32, 0.135, 0.06, 0.035]"
Ddr1,"[2, 2, 4, 1, 2, 2, 1, 1, 4, 1, 2, 2, 1, 1, 1, 1, 2, 4, 2, 3, 4, 1, 1, 5, 1, 1, 2, 4, 4, 1, 1, 1, 3, 1, 1, 1, 1, 4, 3, 1, 2, 1, 2, 1, 1, 4, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 4, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 2, 2, 1, 3, 1, 1, 2, 1, 4, 1, 1, 1, 1, 1, 5, 1, 1, 1, 1, 4, 4, 1, 1, 1, 1, 4, 1, 1, 1, 5, 1, 4, 1, 4, 1, 4, 1, 2, 2, 1, 5, 3, 1, 1, 1, 1, 1, 1, 2, 1, 1, 3, 1, 3, 1, 1, 2, 1, 1, 1, 1, 4, 1, 1, 4, 1, 2, 1, 2, 2, 5, 1, 5, 2, 1, 1, 4, 1, 1, 2, 3, 1, 1, 4, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 4, 2, 1, 2, 3, 1, 1, 1, 1, 1, 1, 2, 4, 4, 2, 4, 1, 4, 1, 1, 1, 2, 1, 1, 1, 3, 1, 2, 3, 4, 2, 2, 1, 1]",5,"[0.605, 0.17, 0.065, 0.13, 0.03]"
Tulp4,"[1, 3, 1, 4, 4, 2, 1, 4, 3, 2, 2, 1, 2, 1, 1, 2, 3, 2, 3, 3, 1, 3, 3, 4, 3, 2, 2, 3, 1, 1, 1, 1, 3, 1, 1, 1, 1, 5, 4, 1, 2, 1, 1, 2, 1, 3, 2, 2, 1, 1, 2, 2, 1, 1, 1, 3, 2, 1, 1, 2, 2, 2, 5, 2, 3, 1, 3, 3, 1, 1, 2, 1, 2, 2, 5, 3, 3, 1, 4, 1, 3, 3, 3, 1, 3, 2, 3, 3, 1, 1, 1, 1, 4, 1, 3, 2, 1, 3, 1, 3, 3, 3, 4, 2, 3, 3, 1, 1, 1, 1, 4, 2, 4, 5, 1, 2, 1, 1, 3, 2, 1, 1, 3, 3, 4, 4, 1, 3, 1, 1, 1, 2, 1, 2, 1, 1, 2, 3, 4, 1, 1, 3, 1, 3, 1, 1, 3, 1, 2, 2, 2, 1, 2, 3, 1, 3, 2, 3, 3, 3, 3, 2, 2, 1, 1, 1, 1, 1, 4, 3, 3, 3, 1, 1, 2, 2, 1, 1, 2, 2, 2, 5, 3, 4, 2, 1, 2, 1, 3, 2, 3, 5, 2, 2, 2, 4, 3, 1, 1, 1]",5,"[0.39, 0.245, 0.255, 0.08, 0.03]"
Tpd52,"[1, 1, 1, 4, 2, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 2, 2, 3, 1, 4, 1, 2, 3, 4, 1, 1, 3, 4, 1, 2, 1, 4, 2, 1, 1, 1, 1, 1, 2, 2, 1, 1, 5, 4, 4, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 2, 3, 2, 4, 2, 3, 1, 2, 4, 1, 4, 1, 4, 1, 1, 4, 4, 2, 1, 1, 2, 1, 1, 3, 1, 2, 2, 2, 3, 2, 1, 1, 1, 1, 1, 2, 4, 1, 1, 4, 1, 3, 2, 1, 2, 3, 1, 5, 1, 4, 2, 4, 1, 1, 1, 3, 4, 1, 2, 1, 3, 2, 1, 1, 1, 2, 3, 1, 1, 2, 1, 1, 1, 2, 3, 1, 1, 1, 4, 1, 1, 1, 2, 4, 1, 2, 1, 1, 1, 1, 3, 1, 1, 1, 2, 1, 1, 2, 4, 3, 4, 1, 2, 1, 1, 1, 1, 4, 4, 1, 1, 4, 1, 3, 1, 1, 1, 1, 1, 1, 2, 3, 1, 2, 1, 4, 2, 1, 2, 1, 1, 1, 4, 3, 4, 4, 3, 2, 1, 1, 1, 1]",5,"[0.55, 0.195, 0.1, 0.145, 0.01]"
Cadm4,"[1, 2, 1, 2, 2, 1, 1, 3, 3, 3, 3, 2, 2, 2, 1, 2, 2, 4, 5, 3, 1, 3, 2, 2, 3, 1, 2, 1, 2, 1, 4, 1, 3, 3, 1, 1, 1, 3, 3, 1, 2, 1, 2, 5, 2, 1, 1, 1, 1, 3, 1, 2, 2, 2, 2, 2, 1, 1, 3, 1, 2, 4, 2, 4, 2, 1, 1, 2, 1, 3, 1, 1, 2, 2, 2, 2, 2, 1, 3, 1, 3, 2, 3, 1, 2, 1, 2, 2, 3, 1, 2, 1, 3, 1, 4, 2, 2, 2, 1, 3, 2, 4, 3, 4, 1, 4, 1, 1, 3, 2, 3, 1, 3, 2, 1, 1, 1, 1, 3, 1, 2, 2, 1, 2, 2, 4, 2, 1, 2, 1, 1, 1, 2, 4, 3, 1, 4, 3, 2, 2, 2, 3, 2, 2, 4, 2, 1, 1, 2, 3, 3, 2, 2, 3, 2, 4, 2, 3, 3, 1, 1, 2, 1, 1, 1, 1, 3, 2, 3, 2, 2, 1, 1, 1, 3, 1, 1, 3, 2, 2, 2, 1, 1, 3, 1, 1, 2, 1, 3, 1, 2, 4, 1, 2, 2, 3, 2, 2, 1, 1]",5,"[0.365, 0.355, 0.2, 0.07, 0.01]"
Reep5,"[3, 2, 3, 4, 3, 4, 3, 3, 2, 5, 4, 3, 2, 2, 3, 1, 3, 2, 5, 1, 1, 3, 1, 4, 3, 1, 5, 1, 1, 2, 3, 6, 3, 5, 4, 3, 3, 3, 5, 4, 1, 2, 1, 5, 1, 3, 3, 5, 1, 1, 3, 4, 2, 4, 1, 1, 4, 1, 1, 2, 1, 4, 5, 2, 4, 3, 5, 1, 2, 1, 5, 3, 4, 1, 3, 2, 4, 1, 1, 2, 6, 5, 2, 1, 4, 1, 2, 4, 3, 2, 3, 1, 2, 4, 4, 1, 1, 3, 1, 5, 4, 1, 3, 2, 4, 3, 1, 1, 1, 3, 5, 3, 3, 1, 4, 4, 4, 3, 5, 5, 1, 1, 1, 1, 2, 6, 4, 1, 3, 1, 1, 3, 1, 1, 1, 3, 2, 4, 2, 2, 2, 2, 3, 4, 1, 2, 3, 1, 1, 3, 4, 3, 3, 2, 1, 3, 4, 4, 5, 3, 4, 3, 1, 1, 1, 1, 3, 4, 5, 1, 3, 4, 2, 3, 3, 3, 3, 4, 2, 2, 4, 1, 4, 3, 4, 3, 2, 1, 5, 3, 5, 2, 4, 3, 1, 2, 3, 2, 1, 1]",6,"[0.285, 0.165, 0.26, 0.18, 0.095, 0.015]"
Slc12a2,"[2, 4, 1, 1, 5, 3, 1, 1, 3, 3, 1, 2, 1, 1, 1, 1, 1, 2, 1, 2, 3, 3, 2, 4, 4, 1, 1, 3, 3, 1, 1, 1, 3, 1, 3, 3, 1, 3, 3, 1, 3, 1, 1, 2, 3, 3, 1, 2, 1, 3, 1, 1, 3, 1, 1, 3, 1, 1, 4, 2, 3, 1, 1, 2, 1, 3, 1, 2, 1, 2, 2, 1, 2, 4, 2, 3, 1, 1, 5, 3, 1, 3, 2, 1, 1, 1, 4, 3, 2, 2, 1, 1, 4, 3, 3, 3, 2, 4, 1, 1, 1, 5, 1, 4, 1, 3, 1, 3, 3, 2, 1, 3, 3, 3, 1, 2, 2, 1, 3, 2, 4, 1, 1, 3, 1, 2, 3, 2, 2, 1, 1, 1, 2, 3, 1, 1, 5, 1, 3, 2, 3, 2, 3, 3, 4, 4, 1, 2, 3, 2, 1, 1, 3, 2, 2, 3, 1, 1, 2, 1, 1, 3, 1, 1, 1, 2, 4, 1, 3, 3, 3, 1, 1, 1, 1, 1, 2, 1, 4, 3, 1, 4, 1, 5, 2, 1, 1, 1, 2, 1, 3, 4, 1, 1, 3, 4, 1, 1, 3, 1]",5,"[0.445, 0.185, 0.26, 0.085, 0.025]"
Abcd3,"[1, 1, 2, 1, 2, 1, 2, 3, 2, 1, 1, 3, 1, 2, 1, 2, 2, 2, 3, 1, 1, 4, 1, 1, 2, 1, 3, 1, 3, 3, 3, 1, 3, 1, 1, 2, 2, 3, 3, 1, 3, 1, 2, 2, 3, 1, 1, 1, 1, 4, 1, 3, 1, 1, 2, 1, 1, 1, 1, 3, 2, 1, 3, 2, 2, 1, 4, 1, 2, 1, 3, 1, 2, 1, 3, 1, 4, 3, 1, 2, 1, 3, 1, 1, 4, 1, 3, 2, 2, 1, 1, 1, 2, 3, 1, 1, 4, 1, 1, 3, 3, 3, 1, 1, 2, 3, 1, 1, 3, 1, 2, 1, 3, 3, 1, 1, 1, 1, 4, 1, 1, 1, 2, 4, 2, 2, 1, 2, 1, 1, 1, 3, 1, 4, 1, 2, 3, 4, 3, 3, 3, 1, 2, 1, 1, 4, 3, 1, 1, 3, 3, 1, 2, 1, 3, 3, 2, 2, 3, 1, 4, 1, 1, 1, 1, 1, 3, 2, 3, 3, 3, 1, 2, 2, 4, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 2, 3, 1, 3, 4, 1, 2, 2, 2, 1, 3, 2, 1, 1]",4,"[0.48, 0.22, 0.23, 0.07]"
Ktn1,"[2, 3, 4, 3, 3, 1, 2, 3, 3, 2, 4, 1, 1, 1, 1, 1, 2, 3, 3, 2, 1, 4, 1, 3, 4, 1, 4, 2, 4, 2, 3, 1, 3, 2, 4, 2, 1, 1, 4, 4, 2, 2, 2, 1, 1, 1, 2, 3, 2, 2, 2, 2, 2, 1, 3, 1, 3, 1, 1, 2, 3, 2, 4, 3, 2, 1, 4, 2, 1, 1, 3, 1, 4, 1, 3, 1, 1, 3, 3, 3, 1, 3, 1, 2, 4, 2, 1, 4, 2, 1, 1, 1, 2, 2, 2, 3, 1, 3, 1, 2, 3, 1, 3, 2, 4, 2, 3, 2, 3, 3, 2, 2, 3, 2, 3, 1, 3, 1, 4, 2, 1, 1, 1, 2, 1, 2, 4, 3, 2, 3, 1, 2, 1, 2, 2, 4, 3, 3, 2, 2, 3, 1, 1, 3, 1, 2, 2, 2, 1, 4, 1, 1, 3, 1, 1, 3, 3, 2, 4, 3, 3, 4, 1, 2, 1, 1, 2, 2, 4, 2, 3, 4, 3, 1, 3, 1, 1, 2, 1, 1, 1, 1, 3, 4, 2, 1, 3, 1, 3, 1, 2, 3, 3, 2, 2, 3, 2, 1, 1, 1]",4,"[0.335, 0.29, 0.255, 0.12]"
Apod,"[1, 3, 1, 1, 3, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 3, 1, 2, 3, 3, 3, 3, 3, 3, 1, 1, 3, 3, 1, 1, 1, 3, 1, 1, 1, 1, 4, 1, 1, 3, 1, 1, 1, 3, 3, 1, 1, 1, 1, 1, 3, 1, 1, 1, 3, 1, 1, 3, 1, 3, 1, 1, 1, 1, 1, 1, 3, 1, 1, 2, 1, 1, 3, 1, 3, 1, 1, 3, 3, 1, 1, 1, 3, 1, 1, 4, 1, 1, 1, 1, 1, 4, 1, 1, 3, 1, 4, 1, 1, 1, 4, 1, 3, 1, 3, 1, 4, 2, 1, 1, 1, 4, 4, 1, 1, 1, 1, 2, 1, 3, 1, 1, 3, 1, 1, 1, 3, 1, 1, 1, 1, 1, 3, 1, 1, 4, 1, 3, 1, 3, 3, 3, 2, 3, 3, 1, 1, 3, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 3, 1, 1, 3, 3, 1, 1, 1, 1, 1, 1, 1, 3, 3, 1, 3, 1, 3, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 3, 3, 1, 1, 3, 1]",4,"[0.665, 0.025, 0.255, 0.055]"
Ubl3,"[2, 1, 2, 3, 3, 2, 3, 3, 2, 3, 2, 1, 2, 2, 2, 2, 3, 2, 3, 2, 2, 3, 1, 3, 3, 2, 3, 3, 2, 2, 2, 3, 2, 4, 2, 2, 2, 3, 2, 1, 3, 1, 1, 4, 2, 3, 2, 3, 1, 2, 1, 3, 2, 2, 1, 2, 3, 1, 2, 2, 1, 2, 3, 3, 1, 3, 3, 2, 1, 2, 3, 2, 2, 2, 4, 2, 3, 1, 3, 2, 4, 3, 1, 2, 3, 2, 3, 3, 2, 1, 1, 1, 2, 2, 3, 2, 2, 2, 1, 2, 3, 2, 2, 2, 3, 2, 1, 1, 2, 3, 3, 1, 3, 2, 1, 1, 3, 1, 3, 2, 1, 2, 1, 2, 2, 3, 3, 2, 2, 1, 1, 2, 1, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 1, 4, 2, 3, 2, 2, 1, 2, 4, 3, 2, 3, 2, 2, 2, 1, 1, 1, 2, 2, 3, 4, 2, 2, 2, 1, 2, 2, 1, 3, 2, 2, 2, 3, 2, 1, 3, 3, 2, 2, 1, 2, 2, 3, 3, 3, 2, 2, 2, 2, 1, 1, 2]",4,"[0.21, 0.495, 0.26, 0.035]"
Rab9,"[2, 2, 1, 3, 1, 1, 4, 2, 3, 4, 1, 3, 2, 3, 1, 3, 2, 3, 1, 2, 2, 2, 1, 3, 2, 1, 1, 2, 2, 2, 2, 4, 2, 2, 2, 2, 4, 2, 1, 2, 1, 4, 3, 1, 2, 4, 1, 2, 1, 2, 1, 1, 2, 2, 1, 3, 1, 1, 1, 2, 1, 2, 4, 4, 2, 3, 1, 2, 1, 1, 2, 2, 2, 3, 2, 1, 2, 2, 1, 2, 4, 4, 1, 1, 1, 2, 1, 4, 1, 2, 1, 1, 2, 1, 2, 1, 2, 4, 1, 2, 1, 2, 1, 1, 2, 2, 1, 2, 1, 2, 3, 2, 1, 1, 1, 1, 1, 4, 2, 2, 1, 2, 2, 1, 2, 1, 1, 2, 2, 2, 1, 2, 2, 2, 1, 2, 2, 1, 3, 2, 1, 1, 4, 1, 2, 4, 1, 1, 3, 1, 1, 2, 1, 1, 1, 3, 3, 1, 2, 2, 2, 3, 1, 1, 1, 4, 2, 2, 3, 2, 3, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 3, 2, 2, 1, 2, 1, 1, 3, 2, 1, 2, 4, 2, 1, 2, 2, 1]",4,"[0.415, 0.395, 0.105, 0.085]"
Btf3,"[2, 4, 1, 5, 2, 1, 3, 2, 4, 4, 4, 4, 2, 3, 3, 1, 3, 6, 4, 4, 5, 3, 4, 5, 4, 1, 1, 3, 2, 4, 2, 1, 5, 3, 3, 2, 2, 3, 5, 1, 2, 3, 2, 4, 4, 3, 2, 4, 1, 3, 3, 3, 2, 2, 3, 1, 3, 1, 4, 2, 4, 2, 5, 5, 1, 4, 4, 4, 1, 4, 5, 1, 4, 5, 6, 4, 4, 1, 2, 1, 1, 4, 1, 2, 5, 2, 6, 5, 3, 2, 1, 1, 4, 2, 4, 4, 3, 5, 1, 4, 2, 4, 1, 2, 5, 5, 2, 5, 4, 5, 5, 2, 3, 3, 1, 4, 3, 2, 5, 3, 5, 1, 2, 5, 3, 4, 1, 4, 5, 2, 1, 5, 1, 5, 4, 3, 5, 5, 4, 2, 2, 4, 4, 3, 3, 3, 2, 2, 2, 3, 2, 4, 3, 1, 1, 5, 5, 3, 5, 5, 1, 4, 1, 1, 2, 2, 4, 3, 5, 4, 5, 2, 1, 3, 4, 2, 2, 3, 4, 3, 6, 3, 1, 4, 5, 4, 2, 4, 3, 3, 5, 4, 1, 4, 4, 3, 2, 2, 4, 1]",6,"[0.175, 0.205, 0.19, 0.245, 0.165, 0.02]"
Endod1,"[4, 2, 1, 1, 1, 1, 4, 4, 4, 4, 4, 3, 1, 1, 2, 1, 3, 1, 3, 1, 2, 2, 1, 4, 1, 1, 5, 2, 3, 2, 1, 5, 3, 1, 1, 3, 3, 4, 4, 4, 1, 1, 1, 4, 2, 1, 1, 3, 1, 1, 1, 2, 1, 3, 1, 3, 2, 1, 3, 3, 1, 2, 3, 2, 1, 1, 1, 2, 1, 3, 5, 1, 1, 5, 3, 3, 1, 1, 4, 2, 1, 5, 1, 1, 3, 2, 5, 4, 2, 1, 1, 1, 4, 2, 5, 1, 1, 3, 1, 3, 4, 4, 1, 1, 4, 4, 1, 2, 1, 1, 5, 2, 3, 3, 1, 2, 2, 2, 4, 3, 1, 1, 1, 2, 2, 4, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 3, 2, 1, 3, 3, 3, 1, 3, 1, 2, 1, 1, 1, 2, 2, 1, 4, 1, 1, 2, 3, 1, 2, 1, 4, 3, 1, 1, 1, 1, 2, 5, 5, 3, 3, 1, 1, 2, 1, 1, 1, 2, 4, 3, 3, 2, 2, 3, 2, 1, 1, 1, 3, 2, 4, 2, 1, 3, 4, 5, 1, 1, 2, 1]",5,"[0.445, 0.195, 0.18, 0.125, 0.055]"
Aplp2,"[2, 2, 2, 3, 3, 1, 2, 5, 4, 5, 2, 5, 2, 2, 1, 1, 3, 3, 5, 1, 3, 3, 1, 3, 3, 2, 5, 2, 2, 2, 4, 3, 3, 2, 2, 3, 2, 1, 4, 3, 3, 4, 2, 4, 2, 1, 3, 4, 2, 2, 2, 5, 2, 3, 4, 2, 3, 3, 3, 2, 1, 3, 4, 5, 3, 4, 5, 1, 3, 4, 5, 1, 3, 1, 3, 2, 4, 2, 1, 2, 5, 4, 3, 2, 4, 1, 3, 3, 3, 2, 1, 1, 3, 3, 5, 2, 3, 2, 2, 5, 3, 3, 3, 3, 3, 2, 2, 1, 4, 3, 4, 2, 3, 2, 1, 3, 3, 3, 4, 2, 2, 1, 2, 1, 2, 5, 4, 3, 2, 2, 3, 2, 3, 2, 4, 3, 4, 4, 3, 2, 2, 2, 2, 3, 2, 2, 2, 1, 1, 3, 5, 2, 2, 1, 1, 5, 2, 2, 4, 1, 2, 3, 1, 2, 2, 2, 4, 4, 5, 3, 3, 1, 2, 2, 4, 1, 4, 3, 2, 2, 4, 2, 1, 3, 2, 2, 2, 3, 4, 2, 4, 3, 2, 2, 3, 4, 2, 1, 3, 4]",5,"[0.145, 0.345, 0.28, 0.15, 0.08]"
Prkcz,"[1, 1, 2, 2, 1, 1, 1, 4, 4, 3, 1, 1, 1, 1, 1, 1, 2, 1, 4, 1, 1, 1, 2, 2, 1, 1, 1, 3, 1, 1, 1, 2, 1, 2, 1, 1, 1, 4, 2, 2, 3, 1, 2, 3, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 2, 3, 1, 2, 4, 2, 1, 1, 3, 1, 1, 3, 1, 1, 3, 2, 2, 1, 1, 1, 2, 1, 1, 2, 2, 1, 4, 3, 4, 3, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 2, 2, 1, 1, 2, 3, 2, 1, 1, 2, 2, 2, 2, 2, 1, 1, 3, 3, 1, 4, 1, 1, 1, 2, 2, 3, 2, 3, 2, 1, 1, 1, 3, 1, 2, 1, 2, 1, 1, 2, 2, 1, 1, 1, 2, 2, 1, 1, 1, 2, 2, 2, 2, 1, 1, 1, 3, 2, 2, 4, 2, 3, 1, 1, 1, 1, 2, 2, 1, 3, 1, 3, 3, 2, 1, 1, 1, 2, 1, 2, 2, 2, 2, 1, 1, 2, 1, 1, 1, 2, 2, 2, 1, 3, 1, 1, 4, 1, 1, 1, 1]",4,"[0.53, 0.31, 0.11, 0.05]"
Rps12,"[2, 4, 3, 2, 1, 1, 2, 2, 2, 3, 2, 2, 2, 2, 1, 1, 3, 5, 3, 2, 3, 3, 2, 1, 3, 3, 2, 3, 2, 2, 3, 2, 4, 2, 3, 2, 2, 3, 3, 3, 4, 1, 2, 3, 1, 1, 3, 3, 3, 4, 1, 2, 3, 2, 1, 3, 2, 1, 1, 3, 3, 2, 3, 4, 2, 3, 1, 3, 5, 3, 3, 3, 4, 1, 1, 4, 2, 1, 3, 3, 2, 4, 2, 4, 4, 3, 3, 2, 2, 2, 1, 1, 4, 2, 3, 1, 2, 1, 1, 3, 3, 3, 2, 1, 3, 4, 4, 3, 2, 4, 4, 2, 2, 3, 1, 2, 2, 1, 3, 3, 2, 1, 1, 3, 3, 1, 3, 2, 3, 2, 1, 2, 4, 4, 3, 3, 4, 2, 4, 1, 2, 1, 1, 3, 2, 2, 2, 2, 3, 4, 2, 2, 2, 1, 1, 5, 5, 2, 3, 3, 2, 2, 2, 1, 3, 3, 3, 3, 3, 2, 3, 1, 3, 2, 1, 4, 2, 2, 2, 1, 3, 2, 1, 3, 2, 3, 2, 2, 3, 2, 3, 2, 1, 4, 3, 1, 2, 2, 4, 1]",5,"[0.205, 0.34, 0.32, 0.115, 0.02]"
Stox2,"[2, 1, 1, 2, 2, 1, 4, 3, 2, 2, 1, 2, 1, 2, 1, 1, 1, 1, 3, 1, 1, 1, 2, 4, 3, 1, 2, 1, 2, 1, 2, 4, 3, 1, 3, 2, 2, 1, 2, 2, 2, 1, 1, 3, 1, 1, 2, 3, 1, 1, 2, 1, 1, 2, 1, 2, 2, 1, 1, 3, 2, 2, 3, 2, 1, 2, 4, 1, 1, 2, 1, 1, 2, 2, 3, 2, 1, 1, 1, 1, 2, 2, 2, 1, 3, 1, 2, 2, 1, 1, 2, 1, 3, 2, 2, 2, 1, 3, 1, 2, 2, 2, 2, 3, 3, 1, 2, 1, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 4, 2, 1, 2, 1, 1, 1, 2, 1, 2, 1, 4, 2, 1, 2, 1, 2, 3, 3, 1, 2, 2, 1, 1, 2, 2, 1, 2, 1, 2, 3, 2, 2, 3, 1, 2, 3, 1, 2, 1, 2, 2, 1, 3, 2, 2, 1, 1, 1, 2, 1, 1, 3, 1, 2, 3, 1, 2, 2, 2, 1, 2, 1, 2, 2, 3, 1, 3, 1, 1, 3, 2, 2, 1, 1]",4,"[0.4, 0.44, 0.13, 0.03]"
Ncam1,"[3, 2, 2, 4, 2, 2, 4, 3, 2, 3, 3, 3, 2, 2, 2, 2, 3, 4, 4, 2, 1, 3, 2, 3, 3, 1, 4, 2, 2, 2, 3, 2, 4, 3, 3, 2, 2, 2, 4, 3, 2, 2, 2, 4, 3, 1, 2, 4, 1, 2, 2, 4, 2, 2, 2, 2, 3, 3, 2, 3, 2, 4, 4, 2, 2, 2, 4, 1, 1, 3, 3, 1, 4, 2, 4, 2, 4, 2, 2, 2, 2, 4, 2, 1, 4, 2, 4, 3, 3, 2, 2, 2, 3, 3, 4, 2, 2, 2, 2, 3, 3, 2, 2, 2, 4, 3, 1, 2, 4, 4, 4, 1, 3, 2, 2, 3, 3, 3, 4, 3, 1, 2, 3, 2, 2, 4, 3, 3, 3, 2, 1, 3, 1, 3, 3, 2, 3, 4, 2, 3, 2, 2, 2, 2, 2, 2, 3, 2, 2, 4, 1, 2, 2, 2, 2, 2, 4, 2, 4, 3, 4, 2, 3, 3, 1, 3, 2, 3, 4, 2, 3, 2, 2, 1, 2, 1, 2, 4, 1, 2, 2, 1, 2, 2, 3, 2, 3, 2, 4, 2, 4, 2, 3, 2, 2, 4, 2, 1, 2, 2]",4,"[0.1, 0.47, 0.25, 0.18]"
Neo1,"[1, 2, 3, 2, 2, 3, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2, 2, 1, 2, 1, 2, 1, 1, 4, 2, 1, 1, 2, 3, 3, 2, 1, 2, 1, 2, 1, 3, 2, 1, 1, 1, 1, 1, 2, 3, 4, 1, 2, 1, 2, 2, 3, 2, 2, 2, 2, 3, 3, 3, 1, 1, 1, 2, 1, 1, 3, 1, 2, 1, 3, 2, 1, 2, 2, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 3, 1, 1, 1, 1, 3, 1, 1, 3, 1, 1, 2, 1, 1, 4, 2, 2, 3, 2, 1, 1, 2, 3, 2, 1, 1, 1, 1, 2, 2, 1, 3, 1, 1, 2, 2, 2, 2, 2, 3, 2, 2, 1, 1, 1, 1, 2, 2, 2, 4, 2, 3, 1, 1, 1, 1, 3, 3, 1, 1, 1, 3, 2, 2, 1, 1, 1, 1, 2, 4, 3, 3, 2, 2, 1, 1, 1, 2, 1, 1, 1, 4, 1, 2, 1, 2, 1, 2, 1, 1, 1, 2, 2, 4, 1, 1, 2, 2, 1, 1, 1, 3, 2, 2, 2, 1, 1, 1, 4, 2, 1, 1, 1]",4,"[0.485, 0.34, 0.13, 0.045]"
Adipor2,"[2, 2, 1, 1, 1, 1, 1, 1, 4, 1, 3, 1, 1, 1, 1, 1, 1, 1, 4, 1, 4, 2, 1, 2, 2, 3, 2, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 2, 2, 3, 1, 2, 1, 1, 2, 2, 1, 1, 1, 4, 2, 1, 1, 1, 2, 2, 2, 1, 1, 2, 1, 2, 1, 2, 2, 1, 2, 1, 2, 2, 1, 1, 2, 2, 1, 2, 1, 1, 2, 1, 3, 2, 1, 1, 1, 1, 2, 2, 2, 2, 1, 1, 1, 3, 1, 3, 1, 3, 2, 3, 1, 3, 1, 1, 3, 1, 1, 2, 1, 2, 2, 1, 2, 1, 3, 1, 2, 2, 2, 2, 1, 2, 2, 2, 1, 1, 1, 4, 1, 1, 3, 2, 2, 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 4, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 3, 1, 1, 1, 1, 4, 1, 1, 1, 2, 2, 3, 1, 4, 2, 1, 1, 1, 3, 2, 2, 4, 1, 1, 2, 4, 1, 1, 1, 1]",4,"[0.56, 0.315, 0.075, 0.05]"
